,Restaurant name,Ranking,Number of reviews,Average vote,Price range,Price level,address,Postal code,Restaurant type 1,Restaurant type 2,Boroughs,Population,Income
1471,Maridaje,1504,45,4.0,$$ - $$$,4.0,"Calle Sevilla 27, 46006, Valencia Spain",46006,Spanish,Wine Bar,l'Eixample,76697,20299.0
1472,Restaurante Cafeteria Chikito,1505,57,4.0,$,1.0,"Plaza Ninos de San Vicente 2, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
1473,Casa Sabrosa,1506,25,4.5,$$ - $$$,4.0,"Calle Doctor Manuel Candela 21, 46021, Valencia Spain",46021,Chinese,Asian,Algirós,68400,15105.0
1474,Tortillea Cerveceria,1508,22,4.0,$$ - $$$,4.0,"Calle Director Cinema Luis Garcia Berlanga Marti 7 7 Bajo, 46023, Valencia Spain",46023,Brew Pub,Mediterranean,Camins al Grau,46154,13788.0
1475,UMA,1509,34,4.0,$$ - $$$,4.0,"Calle Reverendo Rafael Tramoyeres N 11, 46020, Valencia Spain",46020,Mediterranean,,Benimaclet,46868,14834.0
1476,Hansel & Crepel,1510,7,5.0,$$ - $$$,4.0,"Carrer del Poeta Artola, 14, 46021, Valencia Spain",46021,,,Algirós,68400,15105.0
1477,Baovan,1511,11,4.5,,,"Carrer D'eugènia Viñes, 225 Mercabanyal, 46011, Valencia Spain",46011,Chinese,Asian,Poblats Marítims,82178,11698.0
1478,Arroceria el Petit,1512,30,4.0,$$ - $$$,4.0,"Calle Real de Gandia 3, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
1479,Bodega Paquito,1513,9,5.0,,,"Carrer del Cronista Rivelles, 7,, 46009, Valencia Spain",46009,,,La Saïdia,7022,13023.0
1480,Bar Los Roques,1514,13,4.5,,,"Calle de Ignacio Zuloaga 21, 46024, Valencia Spain",46024,Spanish,,Poblats Marítims,82178,11698.0
1481,BORDA - Centro Aragones de Valencia,1515,39,4.0,$,1.0,"Calle de Don Juan de Austria 20, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
1482,Feliz Bar Restaurante,1516,54,3.5,$$ - $$$,4.0,"Av. Reino de Valencia, 87, 46006, Valencia Spain",46006,Cafe,International,l'Eixample,76697,20299.0
1483,Senuelo Distrito Mar,1517,37,3.5,,,"Calle del Conde de Salvatierra 39, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
1484,El Ultramarinos Agustin Rico,1518,66,4.0,$$ - $$$,4.0,"Gran Via Germanias 17, 46006, Valencia Spain",46006,Spanish,Wine Bar,l'Eixample,76697,20299.0
1485,Restaurante La Kasbah,1519,39,4.0,$$ - $$$,4.0,"Carrer del Poeta Mas i Ros 36, 46022, Valencia Spain",46022,Moroccan,,Algirós,68400,15105.0
1486,Horno Tendetes,1520,8,5.0,$$ - $$$,4.0,"Carrer del Pare Ferrís, 21, 46009, Valencia Spain",46009,Mediterranean,Spanish,La Saïdia,7022,13023.0
1487,Le Riz,1521,165,3.5,$$ - $$$,4.0,"Pujada Del Toleda, 46001, Valencia Spain",46001,Mediterranean,European,Ciutat Vella,26542,19009.0
1488,Restaurante Celler de Carmen,1522,142,3.5,$$ - $$$,4.0,"Calle Dolores Marques 47 Esquina Alfahuir, 46020, Valencia Spain",46020,Mediterranean,Spanish,Benimaclet,46868,14834.0
1489,La Pataqueta,1523,55,3.5,$,1.0,"Av. Blasco Ibanez, 165, 46022, Valencia Spain",46022,Mediterranean,,Algirós,68400,15105.0
1490,Jenkin's - Blasco Ibanez,1524,39,3.5,$$ - $$$,4.0,"Avinguda de Blasco Ibáñez 115, 46022, Valencia Spain",46022,American,,Algirós,68400,15105.0
1491,Ca Negre,1525,10,5.0,$,1.0,"Carrer De La Corona 7, 46003, Valencia Spain",46003,Spanish,,Ciutat Vella,26542,19009.0
1492,Fede MUY Rico,1526,8,5.0,$,1.0,"Calle del Doctor Sumsi 8, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
1493,Cafeteria la Menina,1527,13,5.0,,,"Calle Rodriguez de Cepeda 23, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
1494,El Mundo de la pizza,1528,20,4.0,$,1.0,"Calle Maestro Guerrero 5, 46008, Valencia Spain",46008,Pizza,Argentinean,Extramurs,73050,16794.0
1495,Emblematic,1529,35,4.0,$,1.0,"Calle del Arzobispo Mayoral 5, 46002, Valencia Spain",46002,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1496,La Cantona,1530,14,4.5,$,1.0,"Calle de Daniel Balaciart 3, 46020, Valencia Spain",46020,Bar,Mediterranean,Benimaclet,46868,14834.0
1497,NEBEL WINES - Vinoteca y Wine bar,1531,0,,$$ - $$$,4.0,"Calle del Beato Gálvez 5 Near Plaza España. Albacete and Marva, in front of Finca Roja., 46007, Valencia Spain",46007,Italian,Spanish,Extramurs,73050,16794.0
1498,El Raco De Carabasses,1532,50,4.0,$,1.0,"Calle Mallorquins 1, 46001, Valencia Spain",46001,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1499,La Pampa,1533,62,4.0,$$ - $$$,4.0,"Calle Eugenia Vines 111, 46011, Valencia Spain",46011,Steakhouse,Argentinean,Poblats Marítims,82178,11698.0
1500,Mexico Dorado - Valencia,1534,15,4.0,,,"Carrer del Comte d'Altea 26, 46005, Valencia Spain",46005,Mexican,,l'Eixample,76697,20299.0
1501,Eter Valencia,1535,30,3.5,,,"Carrer d’antoni suarez 31, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
1502,Pizzeria El Caminito,1536,43,4.0,$$ - $$$,4.0,"Calle Ciudad de Mula 19, 46021, Valencia Spain",46021,Pizza,Argentinean,Algirós,68400,15105.0
1503,Matteo's cafe bar,1537,19,4.5,$$ - $$$,4.0,"Calle Almirante Bajo Izquierdo, 46003, Valencia Spain",46003,Spanish,Italian,Ciutat Vella,26542,19009.0
1504,Muerde la Pasta Capitol,1538,160,3.5,$,1.0,"Calle Ribera 16 Cine Capitol, 46002, Valencia Spain",46002,Italian,Mediterranean,Ciutat Vella,26542,19009.0
1505,Gastro Deli,1539,50,4.0,$$ - $$$,4.0,"Avenida de Ausias March, 68, 46026, Valencia Spain",46026,Spanish,Mediterranean,Pobles del Sud,32026,12066.0
1506,Wowble!,1540,31,4.0,$,1.0,"Plaza Ayuntamiento 13, 46002, Valencia Spain",46002,,,Ciutat Vella,26542,19009.0
1507,Jacare Bar & Restaurante,1541,46,4.0,$$ - $$$,4.0,"Calle de Vicente Sancho Tello 7, 46021, Valencia Spain",46021,Steakhouse,Brazilian,Algirós,68400,15105.0
1508,Embrujo de Morgana,1542,22,4.0,$$ - $$$,4.0,"Avinguda del Port, 173, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
1509,Volapie,1543,200,3.5,$,1.0,"Avenida del Marques de Sotelo 7, 46002, Valencia Spain",46002,European,Spanish,Ciutat Vella,26542,19009.0
1510,Amivega,1544,7,5.0,$,1.0,"Carrer del Vinalopó, 4, 46021, Valencia Spain",46021,Spanish,Healthy,Algirós,68400,15105.0
1511,La Terraza,1545,15,4.0,$$ - $$$,4.0,"Avenida Pío XII 4 Expo Hotel Valencia, 46009, Valencia Spain",46009,American,Spanish,La Saïdia,7022,13023.0
1512,Horno Miralles,1546,11,4.5,,,"Calle Angel Guimera 19, 46008, Valencia Spain",46008,Spanish,,Extramurs,73050,16794.0
1513,Jia Yi,1547,61,3.5,$$ - $$$,4.0,"Calle Doctor Garcia Donato numero 3. Codigo Postal: 46020, 46021, Valencia Spain",46021,Japanese,Sushi,Algirós,68400,15105.0
1514,Sushi Millin,1548,47,4.0,$$ - $$$,4.0,"Avenida Francia 49, 46023, Valencia Spain",46023,Japanese,Sushi,Camins al Grau,46154,13788.0
1515,Carmen Vinos Etc,1549,9,5.0,$$ - $$$,4.0,"Calle de Salamanca 42, 46005, Valencia Spain",46005,French,,l'Eixample,76697,20299.0
1516,BeniPark,1550,7,5.0,$,1.0,"Calle Josep Bea Izquierdo #6 Bajo Derecha, 46015, Valencia Spain",46015,Latin,Cafe,Campanar,35767,15126.0
1517,Delicias El Paisa,1551,37,3.5,$,1.0,"Gran Via Fernando El Catolico 71, 46008, Valencia Spain",46008,Colombian,South American,Extramurs,73050,16794.0
1518,Enclave de Mar,1552,123,3.5,$$ - $$$,4.0,"Plaza de la Senyoria Port Saplaya, 46120, Valencia Spain",46120,Mediterranean,Spanish,,,
1519,La Churreria Del Barrio,1553,17,4.5,$,1.0,"Calle Burgos 2, 46018, Valencia Spain",46018,,,l'Olivereta,35767,11410.0
1520,Lamburguesa (AVE),1554,54,3.5,$$ - $$$,4.0,"Carrer de San Vicent Màrtir, 207, 46007, Valencia Spain",46007,American,Mediterranean,Extramurs,73050,16794.0
1521,Restaurante Once,1555,17,4.0,$$ - $$$,4.0,"Carrer del Comte de Salvatierra 11, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
1522,Tsi Sing,1556,37,4.0,$$ - $$$,4.0,"Calle Conde de Salvatierra 41, 46004, Valencia Spain",46004,Chinese,Asian,l'Eixample,76697,20299.0
1523,Sala Cero,1557,6,5.0,,,"Calle de Vicente Sancho Tello 10 46021, Valencia, 46021, Valencia Spain",46021,International,Mediterranean,Algirós,68400,15105.0
1524,La Coloratta,1558,49,4.0,$$ - $$$,4.0,"Pere Cabanes 104, 46025, Valencia Spain",46025,Italian,,Benicalap,33298,11520.0
1525,La Cuina D'Enric,1559,40,4.0,$$ - $$$,4.0,"Calle Roteros 3, 46003, Valencia Spain",46003,Spanish,,Ciutat Vella,26542,19009.0
1526,Lamburguesa (Los Patos),1560,15,4.5,$$ - $$$,4.0,"Calle del Mar 34, 46003, Valencia Spain",46003,American,Mediterranean,Ciutat Vella,26542,19009.0
1527,Dalima,1561,0,,,,"Gran Via Marquez Turia 58, Valencia Spain",,Peruvian,South American,,,
1528,L'aldea - El Carmen,1562,6,5.0,$$ - $$$,4.0,"Calle Quart 17, 46001, Valencia Spain",46001,Mediterranean,Spanish,Ciutat Vella,26542,19009.0
1529,El Divan2,1563,9,4.5,$,1.0,"Calle Doctor Nicasio Bennloch, 52, 46015, Valencia Spain",46015,Pizza,,Campanar,35767,15126.0
1530,Maria Mandiles Plaza Manises,1564,71,3.5,$$ - $$$,4.0,"Plaza Manises 2 Bajo Izquierda, 46003, Valencia Spain",46003,Mediterranean,European,Ciutat Vella,26542,19009.0
1531,Jimmy Glass Jazz Bar,1565,61,3.5,$$ - $$$,4.0,"Calle Baja 28, 46003, Valencia Spain",46003,,,Ciutat Vella,26542,19009.0
1532,Restaurante Duna Puerto,1566,336,3.5,$$ - $$$,4.0,"Marina Real Juan Carlos I Muelle Sur, Mod. F1, 46024, Valencia Spain",46024,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
1533,Juliana Restaurante,1567,43,3.5,$$ - $$$,4.0,"Carrer del Dr. Peset Cervera, 8, 46008, Valencia Spain",46008,International,Mediterranean,Extramurs,73050,16794.0
1534,La Cava Wine Lovers,1568,17,4.0,$$ - $$$,4.0,"Calle de Ernesto Ferrer 7, 46021, Valencia Spain",46021,Spanish,Mediterranean,Algirós,68400,15105.0
1535,La Coveta,1569,102,3.5,$$ - $$$,4.0,"Barrio Cuevas, 03650, Valencia Spain",,Mediterranean,Spanish,,,
1536,Panzerotti Cafe & Bar,1570,6,5.0,,,"Calle Grabador Esteve 33, 46004, Valencia Spain",46004,Italian,Southern-Italian,l'Eixample,76697,20299.0
1537,Bar Serreria,1571,16,4.5,$,1.0,"Carrer de la Serradora, 49, 46022, Valencia Spain",46022,Spanish,,Algirós,68400,15105.0
1538,Restaurante Neptuno,1572,292,3.5,$$ - $$$,4.0,"Avenida Neptuno 66, 46011, Valencia Spain",46011,Seafood,Mediterranean,Poblats Marítims,82178,11698.0
1539,Candilejas,1573,13,4.5,$$ - $$$,4.0,"Avenida Cortes Valencianas, 37, 46015, Valencia Spain",46015,Mediterranean,Spanish,Campanar,35767,15126.0
1540,Taberna Fabianos,1574,33,4.0,$$ - $$$,4.0,"Calle Escultor Jose Capuz 12, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
1541,Cerveceria 100 Montaditos,1575,16,4.0,$,1.0,"Av. De Pius Xii, 4, 46009, Valencia Spain",46009,Bar,Fast Food,La Saïdia,7022,13023.0
1542,Recoveco,1576,6,5.0,,,"Plaza Del Patriarca 5, Valencia Spain",,Spanish,Thai,,,
1543,Azzurro  Tradizione Italiana,1577,18,4.0,$$ - $$$,4.0,"Carrer del Poeta Artola, 29, 46021, Valencia Spain",46021,Italian,Pizza,Algirós,68400,15105.0
1544,Restaurante Los Vinedos,1578,67,4.0,$$ - $$$,4.0,"Avenida Regne de Valencia 69, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1545,Sento's,1579,29,4.0,$$ - $$$,4.0,"C/ Cordoba, Valencia Spain",,Mediterranean,Spanish,,,
1546,La Rumba valencia,1580,6,5.0,$$ - $$$,4.0,"Calle Archena 20 Valencia 20, 46014, Valencia Spain",46014,Mediterranean,,Patraix,40168,13331.0
1547,Bar Restaurante La Oficina,1581,53,4.0,$$ - $$$,4.0,"Calle Duque de Calabria 16, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1548,Kausa Valencia,1582,8,5.0,$$ - $$$,4.0,"Carrer de Ramon Llull 2, 46021, Valencia Spain",46021,Italian,Bar,Algirós,68400,15105.0
1549,Ca Pastor,1583,13,4.5,,,"Calle Burriana 52, 46005, Valencia Spain",46005,Seafood,Mediterranean,l'Eixample,76697,20299.0
1550,La Bodeguita de Nerea,1584,42,4.0,$$ - $$$,4.0,"Calle Alcublas 2, 46009, Valencia Spain",46009,Spanish,,La Saïdia,7022,13023.0
1551,Tablao Flamenco El Toro y la Luna,1585,65,3.5,$$ - $$$,4.0,"Plaça del Mestre Ripoll N 13 Acceso Av Blasco Ibañez N 153, 46022, Valencia Spain",46022,Mediterranean,Spanish,Algirós,68400,15105.0
1552,Amadeus Restaurante,1586,91,3.5,$$ - $$$,4.0,"Avenida Borrons 37, xeraco, 46770, Valencia Spain",46770,Mediterranean,Spanish,,,
1553,Que Te Como,1587,24,4.5,$,1.0,"Calle Reina 77 Calle Rodriguez De Cepeda 40, 46011, Valencia Spain",46011,Spanish,,Poblats Marítims,82178,11698.0
1554,Rte,1588,9,4.5,,,"Calle Burriana 26, 46005, Valencia Spain",46005,Mediterranean,Spanish,l'Eixample,76697,20299.0
1555,El Corte Ingles,1589,48,4.0,$$ - $$$,4.0,"Calle Menendez Pidal, 15, 46009, Valencia Spain",46009,Mediterranean,,La Saïdia,7022,13023.0
1556,Che Vins,1590,14,4.5,$$ - $$$,4.0,"Calle Cuba 30 Cuba 30, 46006, Valencia Spain",46006,Wine Bar,Bar,l'Eixample,76697,20299.0
1557,Olhops Craft Beer Lab - Carlos Cervera 22,1591,0,,$$ - $$$,4.0,"Calle Carlos Cervera 22, 46006, Valencia Spain",46006,Mediterranean,,l'Eixample,76697,20299.0
1558,"SAMANA, Laboratorio de Burguers",1592,15,4.5,$$ - $$$,4.0,"Calle conde salvatierra n9 , Bajo, 46004, Valencia Spain",46004,American,,l'Eixample,76697,20299.0
1559,Casa Borras,1593,211,3.5,$$ - $$$,4.0,"Carretera Rio 321, 46012, Valencia Spain",46012,Mediterranean,Spanish,,,
1560,Restaurante Fussion,1594,36,4.0,$$ - $$$,4.0,"Avenida de Jacinto Benavente 9, 46005, Valencia Spain",46005,,,l'Eixample,76697,20299.0
1561,Horchateria Dolz,1595,32,4.0,$,1.0,"Avenida Blasco Ibanez 84, 46021, Valencia Spain",46021,Cafe,Spanish,Algirós,68400,15105.0
1562,La Trattoria di Fede,1596,17,4.5,$,1.0,"Calle de Bilbao 2, 46009, Valencia Spain",46009,Italian,Pizza,La Saïdia,7022,13023.0
1563,Angolo Divino,1597,37,4.0,$$ - $$$,4.0,"Calle Almirante Cadarso 14 Conde Altea, 46005, Valencia Spain",46005,Italian,Bar,l'Eixample,76697,20299.0
1564,Asier's Burger Route,1598,47,3.5,$$ - $$$,4.0,"Calle del Doctor Lluch 249, 46011, Valencia Spain",46011,American,Bar,Poblats Marítims,82178,11698.0
1565,Bar Batiste Monteoivete,1599,9,4.5,$$ - $$$,4.0,"Calle de Luis Oliag 33, 46006, Valencia Spain",46006,Mediterranean,Spanish,l'Eixample,76697,20299.0
1566,Restaurante Club de Tenis Valencia,1600,19,4.0,$$ - $$$,4.0,"Calle Cavanilles 7, 46010, Valencia Spain",46010,,,El Pla del Real,26491,20207.0
1567,Bacco Valencia,1601,882,3.5,$$ - $$$,4.0,"Carrer dels Drets, 29, 46001, Valencia Spain",46001,Italian,Mediterranean,Ciutat Vella,26542,19009.0
1568,N5 Burger Garage,1602,157,3.5,$$ - $$$,4.0,"Carrer de Cirilo Amorós, 71, 46004, Valencia Spain",46004,American,International,l'Eixample,76697,20299.0
1569,"La Tagliatella Plz Canovas, Valencia",1603,32,4.0,$$ - $$$,4.0,"Plaza Cánovas del Castillo, 1, 46005, Valencia Spain",46005,Italian,Pizza,l'Eixample,76697,20299.0
1570,Nuevo Estadio,1604,22,4.0,$$ - $$$,4.0,"Calle Dr Nicasio Benlloch 62 Bajo, 46015, Valencia Spain",46015,Mediterranean,Spanish,Campanar,35767,15126.0
1571,Bar Los Montaditos,1605,20,4.0,$,1.0,"Calle Verge de La Mar 17, 46012, Valencia Spain",46012,Spanish,Seafood,,,
1572,Dulce Horno,1606,7,4.5,,,"Plaza Obispo Amigó, 11, 46008, Valencia Spain",46008,Bar,Cafe,Extramurs,73050,16794.0
1573,Cuzco Sour Bar,1607,5,5.0,,,"Placa Sant Jaume, 46003, Valencia Spain",46003,Bar,Pub,Ciutat Vella,26542,19009.0
1574,Oregano pizza,1608,18,4.0,$,1.0,"Calle Maximiliano Thous 2, 46009, Valencia Spain",46009,Pizza,Italian,La Saïdia,7022,13023.0
1575,Dos Lunas Fusion,1609,66,3.5,$$ - $$$,4.0,"Carrer del Comte de Altea 34, 46005, Valencia Spain",46005,Spanish,Mediterranean,l'Eixample,76697,20299.0
1576,Paz 26,1610,10,4.5,$,1.0,"Carrer de la Creu Nova, 3, 46002, Valencia Spain",46002,Mediterranean,,Ciutat Vella,26542,19009.0
1578,Cerveceria El Barrilito,1612,39,3.5,$$ - $$$,4.0,"Calle Ingeniero Jose Sirera 27, 46017, Valencia Spain",46017,Mediterranean,Spanish,Jesús,47788,11825.0
1579,Nou Barcelona,1613,20,4.0,$$ - $$$,4.0,"Avenida de La Constitucion 39 Bajo Derecha, 46009, Valencia Spain",46009,International,Mediterranean,La Saïdia,7022,13023.0
1580,Cafe Contigo,1614,18,4.5,$,1.0,"Calle Reina 23 Bajo, 46011, Valencia Spain",46011,Cafe,,Poblats Marítims,82178,11698.0
1581,Pichichi,1615,58,3.5,$$ - $$$,4.0,"Calle Belgica 30, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
1582,El Jardi Bar,1616,56,3.5,$$ - $$$,4.0,"Calle Amadeo de Saboya 16 The Westin Hotel Valencia, 46010, Valencia Spain",46010,Mediterranean,European,El Pla del Real,26491,20207.0
1583,ELViENTo,1617,59,3.5,$$ - $$$,4.0,"Calle de la Iglesia del Rosario 8, 46011, Valencia Spain",46011,,,Poblats Marítims,82178,11698.0
1584,El Timbre,1618,54,4.0,$$ - $$$,4.0,"Plaza Canovas del Castillo 12, 46005, Valencia Spain",46005,International,European,l'Eixample,76697,20299.0
1585,Meridiano Cero Restaurante,1619,11,4.5,$$ - $$$,4.0,"Ronda del Port, 1, 46128, Valencia Spain",46128,Mediterranean,Bar,,,
1586,Restaurante El Kapricho,1620,44,4.0,$$ - $$$,4.0,"Calle Isaac Peral 14, 46024, Valencia Spain",46024,Mediterranean,,Poblats Marítims,82178,11698.0
1587,Cafe Bar Amics Meus,1621,0,,$,1.0,"Calle Calixto III 6, 46008, Valencia Spain",46008,Mediterranean,Spanish,Extramurs,73050,16794.0
1588,el corbin,1622,26,4.0,,,"Calle de San Lazaro 12, 46017, Valencia Spain",46017,Spanish,Mediterranean,Jesús,47788,11825.0
1589,El Rinconcillo,1623,24,4.0,$,1.0,"Calle Padre Luis Navarro, 5, Valencia Spain",,Mediterranean,Spanish,,,
1590,El Kiosko Valencia,1624,52,3.5,$$ - $$$,4.0,"Passeig de l’Albereda, 46, 46023, Valencia Spain",46,Mediterranean,International,,,
1591,Bukowski Craft Beer Bar,1625,5,5.0,,,"Carrer Tomasos 17, 46006, Valencia Spain",46006,Spanish,,l'Eixample,76697,20299.0
1592,Portolito Carmen,1626,8,4.5,,,"Placa Del Mercat, 46001, Valencia Spain",46001,Bar,Pub,Ciutat Vella,26542,19009.0
1593,Shibuya Sake Lounge,1627,8,5.0,$$ - $$$,4.0,"Gran Via del Marques del Turia 75 Plaça Cánovas, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
1594,Bar Savana,1628,16,4.0,,,"Calle Doctor Lluch 36, 46011, Valencia Spain",46011,Spanish,Bar,Poblats Marítims,82178,11698.0
1595,Express,1629,11,5.0,$$ - $$$,4.0,"Placa del Mossen Sorell 4, 46003, Valencia Spain",46003,Spanish,Cafe,Ciutat Vella,26542,19009.0
1596,"De10 Vinos,Tapas y Mas",1630,18,4.5,$$ - $$$,4.0,"Calle Duque de Mandas 30, 46019, Valencia Spain",46019,Spanish,Mediterranean,Rascanya,35308,11388.0
1597,Restaurante Le Marquis,1631,173,3.5,$$ - $$$,4.0,"Calle Marques de dos Aguas 6, 46002, Valencia Spain",46002,Mediterranean,European,Ciutat Vella,26542,19009.0
1598,Homenaje Taberna Gourmet - Centro,1632,22,4.0,$$ - $$$,4.0,"Carrer De La Sang, 11, 46002, Valencia Spain",46002,Spanish,Mediterranean,Ciutat Vella,26542,19009.0
1599,Central Rico Latin Food,1633,11,4.5,,,"Carrer d'En Gall, 7, 46001, Valencia Spain",46001,,,Ciutat Vella,26542,19009.0
1600,Bar Neus,1634,12,4.5,,,"Calle Santa Maria Micaela 13, 46008, Valencia Spain",46008,Barbecue,Spanish,Extramurs,73050,16794.0
1601,Pizzas Don Pepone,1635,21,4.0,,,"Calle General Urrutia 65, 46013, Valencia Spain",46013,Pizza,Italian,Quatre Carreres,52940,12357.0
1602,Euforia,1636,6,4.5,,,"Av. De França 31, 46023, Valencia Spain",46023,Spanish,,Camins al Grau,46154,13788.0
1603,Restaurante Hommus,1637,5,5.0,,,"Camino Moncada 247 Pueblo Nuevo, 46025, Valencia Spain",46025,Lebanese,Mediterranean,Benicalap,33298,11520.0
1604,Pizzeria Spiaggia,1638,39,4.0,$,1.0,"Calle de Carolina Alvarez 1, 46023, Valencia Spain",46023,Italian,Pizza,Camins al Grau,46154,13788.0
1605,La Cuina D'adel,1639,6,4.5,,,"C/ Forn De L'hospital, 2, 46001, Valencia Spain",46001,European,,Ciutat Vella,26542,19009.0
1606,La Pecera,1640,17,4.5,$,1.0,"Calle Chile 10, 46021, Valencia Spain",46021,Pub,Spanish,Algirós,68400,15105.0
1607,Bar Moncayo,1641,18,4.5,$,1.0,"Calle Historiador Rodrigo de Pertegas 24, 46023, Valencia Spain",46023,Bar,Spanish,Camins al Grau,46154,13788.0
1608,Al Tun Tun,1642,341,3.5,$$ - $$$,4.0,"Plaza America 4 Chaflan C/ Sorni, 46004, Valencia Spain",46004,Mediterranean,Spanish,l'Eixample,76697,20299.0
1609,Lambrusqueria,1643,45,3.5,$$ - $$$,4.0,"Calle Caballeros, 27, 46003, Valencia Spain",46003,Italian,European,Ciutat Vella,26542,19009.0
1610,Farcit,1644,25,3.5,$$ - $$$,4.0,"Carrer de Sèneca, 12, 46021, Valencia Spain",46021,Spanish,,Algirós,68400,15105.0
1611,Brasa y Samba,1645,34,3.5,,,"Calle Utiel N° 3, 46020, Valencia Spain",46020,Brazilian,Steakhouse,Benimaclet,46868,14834.0
1612,Bone Pub,1646,25,4.0,$,1.0,"Calle de Salamanca 8, 46005, Valencia Spain",46005,Italian,,l'Eixample,76697,20299.0
1613,Cocina Asiatica Hai S,1647,43,4.0,$$ - $$$,4.0,"Calle Ministro Luis Mayans 50, 46009, Valencia Spain",46009,Asian,Sushi,La Saïdia,7022,13023.0
1614,Lemongrass Saler,1648,68,3.5,$,1.0,"Avenida Professor López Piñero 16 C.C. El Saler, 46013, Valencia Spain",46013,Thai,,Quatre Carreres,52940,12357.0
1615,King Baos,1649,20,4.5,$,1.0,"Calle de la Ciudad de Mula 7B Calle Antonio Suarez 27, 46021, Valencia Spain",46021,Chinese,Asian,Algirós,68400,15105.0
1616,Cerveceria Don Pablo,1650,56,3.5,$$ - $$$,4.0,"Calle Emperador 4, 46002, Valencia Spain",46002,Spanish,,Ciutat Vella,26542,19009.0
1618,Shinko Japanese Restaurant,1652,5,5.0,$$ - $$$,4.0,"Carrer Jeroni De Montsoriu 85 Bajo Frente A La Estación Del Metro Maritim-serreria, 46022, Valencia Spain",46022,Japanese,Latin,Algirós,68400,15105.0
1619,Sedavinum Massanassa,1653,31,4.0,,,"Plaza Parc Camp del Turia 12 Plaza Camp Del Turia, 12, 46470, Valencia Spain",46470,Mediterranean,Spanish,,,
1620,Trapezzio Cafe,1654,34,4.0,$$ - $$$,4.0,"Plz Musico Lopez Chavarri, Valencia Spain",,Cafe,,,,
1621,Casa Carmela,1655,20,4.0,$$ - $$$,4.0,"Calle Grabador Jordan 87, 46013, Valencia Spain",46013,Spanish,Mediterranean,Quatre Carreres,52940,12357.0
1622,Cerveceria 100 Montaditos Blasco Ibanez Valencia,1656,71,3.5,$,1.0,"Avenida Blasco Ibanez 87, 46022, Valencia Spain",46022,Spanish,,Algirós,68400,15105.0
1623,Burritos San Lorenzo,1657,5,5.0,,,"Plaza de San Lorenzo 2, 46003, Valencia Spain",46003,Mexican,,Ciutat Vella,26542,19009.0
1624,Juu-ni,1658,26,4.0,$$ - $$$,4.0,"Calle Cirilo Amoros 12, 46004, Valencia Spain",46004,Japanese,Sushi,l'Eixample,76697,20299.0
1625,KAFFEINA,1659,5,5.0,$$ - $$$,4.0,"Calle de la Reina Doña Germana 9, 46005, Valencia Spain",46005,Bar,Cafe,l'Eixample,76697,20299.0
1626,La Tasqueta - Albi Llaceret,1660,14,4.0,$$ - $$$,4.0,"Placa de l'estacio nº 3 Riba-Roja De Turia, 46190, Valencia Spain",46190,Spanish,Mediterranean,,,
